All Insites,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901EO40187,4/8/2021,April,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.525759,Daylight,Islington,None,-0.104085,1,2,Metropolitan Police,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
200901EO40188,4/8/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.546261,Daylight,Islington,None,-0.087367,1,2,Metropolitan Police,Dry,Single carriageway,30,19:41,Urban,Fine no high winds,Car
200901EO40190,4/12/2021,April,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.560016,Daylight,Islington,None,-0.114923,2,3,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
200901EO40191,4/4/2021,April,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.552403,Daylight,Islington,None,-0.12245,2,1,Metropolitan Police,Dry,Single carriageway,30,8:08,Urban,Fine no high winds,Car
200901EO40193,4/12/2021,April,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.541027,Darkness - lights lit,Islington,None,-0.102873,1,2,Metropolitan Police,Dry,Single carriageway,30,23:05,Urban,Fine no high winds,Car
200901EO40194,3/6/2021,March,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.533925,Daylight,Islington,None,-0.103024,1,1,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Car
200901EO40196,4/3/2021,April,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.553147,Daylight,Islington,None,-0.09054,1,2,Metropolitan Police,Dry,Single carriageway,30,18:55,Urban,Fine no high winds,Car
200901EO40198,4/15/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.558675,Daylight,Islington,None,-0.098676,1,1,Metropolitan Police,Dry,Single carriageway,30,6:50,Urban,Fine no high winds,Car
200901EO40199,4/18/2021,April,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.542997,Daylight,Islington,None,-0.091254,1,2,Metropolitan Police,Dry,Single carriageway,30,16:42,Urban,Fine no high winds,Car
200901EO40200,4/16/2021,April,2021,Thursday,Give way or uncontrolled,Crossroads,Serious,51.565516,Daylight,Islington,None,-0.110223,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,11:05,Urban,Raining no high winds,Car
200901EO40202,4/14/2021,April,2021,Tuesday,Auto traffic signal,Slip road,Serious,51.563918,Daylight,Islington,None,-0.10596,1,1,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901EO40203,3/22/2021,March,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.528556,Darkness - lights lit,Islington,None,-0.11579,1,1,Metropolitan Police,Dry,Single carriageway,30,21:30,Urban,Fine no high winds,Motorcycle over 500cc
200901EO40205,4/17/2021,April,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.536395,Daylight,Islington,None,-0.116764,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,10:10,Urban,Fine no high winds,Car
200901EO40209,4/21/2021,April,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.567516,Daylight,Islington,None,-0.111583,1,2,Metropolitan Police,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Car
200901EO40210,3/11/2021,March,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.519788,Darkness - lights lit,City of London,None,-0.101882,1,2,City of London,Dry,Single carriageway,30,19:15,Urban,Fine no high winds,Car
200901EO40211,4/7/2021,April,2021,Tuesday,Auto traffic signal,Crossroads,Serious,51.525182,Daylight,Islington,None,-0.090701,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Car
200901EO40212,4/20/2021,April,2021,Monday,Auto traffic signal,Roundabout,Slight,51.56583,Darkness - lights lit,Islington,None,-0.13546,1,1,Metropolitan Police,Dry,Single carriageway,30,21:12,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40213,4/19/2021,April,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.559316,Daylight,Islington,None,-0.121733,1,2,Metropolitan Police,Dry,Single carriageway,30,10:50,Urban,Fine no high winds,Car
200901EO40214,4/26/2021,April,2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.53884,Darkness - lights lit,Camden,None,-0.123441,1,1,Metropolitan Police,Dry,Single carriageway,30,1:25,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901EO40215,4/24/2021,April,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.537607,Daylight,Islington,None,-0.102727,1,1,Metropolitan Police,Dry,Single carriageway,30,8:46,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901EO40217,4/17/2021,April,2021,Friday,Auto traffic signal,Crossroads,Serious,51.56029,Daylight,Islington,None,-0.1152,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
200901EO40219,4/15/2021,April,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.540463,Daylight,Islington,None,-0.09583,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Motorcycle over 500cc
200901EO40220,4/24/2021,April,2021,Friday,Auto traffic signal,Crossroads,Slight,51.562778,Daylight,Islington,None,-0.107739,1,1,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901EO40221,4/24/2021,April,2021,Friday,Auto traffic signal,Roundabout,Slight,51.566072,Daylight,Islington,None,-0.133719,1,2,Metropolitan Police,Dry,Roundabout,30,9:47,Urban,Fine no high winds,Other vehicle
200901EO40222,4/25/2021,April,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.557067,Daylight,Islington,None,-0.116055,1,1,Metropolitan Police,Dry,One way street,30,14:45,Urban,Fine no high winds,Car
200901EO40223,4/27/2021,April,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.531173,Daylight,Islington,None,-0.116403,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,14:26,Urban,Fine no high winds,Car
200901EO40224,4/24/2021,April,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.547238,Daylight,Islington,None,-0.086605,2,2,Metropolitan Police,Dry,Single carriageway,30,9:55,Urban,Fine no high winds,Motorcycle 125cc and under
200901EO40225,4/29/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.562965,Daylight,Islington,None,-0.108164,1,2,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
200901EO40226,4/4/2021,April,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.55412,Daylight,Islington,None,-0.128582,1,2,Metropolitan Police,Dry,Single carriageway,30,14:25,Urban,Fine no high winds,Car
200901EO40227,4/21/2021,April,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.562016,Daylight,Islington,None,-0.110656,3,2,Metropolitan Police,Dry,Single carriageway,30,16:18,Urban,Fine no high winds,Car
200901EO40228,4/26/2021,April,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.566777,Daylight,Islington,None,-0.132824,2,1,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Other vehicle
200901EO40230,4/29/2021,April,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.565187,Darkness - lights lit,Islington,None,-0.134621,1,1,Metropolitan Police,Dry,Single carriageway,30,22:01,Urban,Fine no high winds,Car
200901EO40231,4/15/2021,April,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.548645,Darkness - lights lit,Islington,None,-0.12924,1,2,Metropolitan Police,Dry,Single carriageway,30,20:10,Urban,Fine no high winds,Car
200901EO40235,3/30/2021,March,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.556253,Darkness - lights lit,Islington,None,-0.121426,2,2,Metropolitan Police,Dry,Single carriageway,30,0:40,Urban,,Car
200901EO40236,4/22/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.55196,Daylight,Islington,None,-0.11165,1,2,Metropolitan Police,Dry,Single carriageway,30,17:20,Urban,Fine no high winds,Car
200901EO40238,5/1/2021,May,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.528263,Daylight,Islington,None,-0.092158,1,1,Metropolitan Police,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Car
200901EO40239,4/28/2021,April,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.522671,Darkness - lights lit,Islington,None,-0.102195,1,2,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car
200901EO40240,5/6/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.522266,Daylight,Islington,None,-0.10495,1,2,Metropolitan Police,Dry,Single carriageway,30,7:25,Urban,Fine no high winds,Car
200901EO40241,4/6/2021,April,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.544669,Daylight,Islington,None,-0.08902,1,2,Metropolitan Police,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901EO40242,4/29/2021,April,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.533078,Daylight,Islington,None,-0.106232,1,2,Metropolitan Police,Dry,Dual carriageway,30,12:35,Urban,Fine no high winds,Car
200901EO40244,5/6/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.558136,Daylight,Islington,None,-0.098699,1,1,Metropolitan Police,Dry,Single carriageway,30,17:39,Urban,Fine no high winds,Car
200901EO40246,4/4/2021,April,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.549795,Darkness - lights lit,Islington,None,-0.128039,1,2,Metropolitan Police,Dry,Single carriageway,30,0:57,Urban,Fine no high winds,Car
200901EO40247,5/8/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.569605,Daylight,Islington,None,-0.12405,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:27,Urban,Raining no high winds,Car
200901EO40248,5/7/2021,May,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.53191,Daylight,Islington,None,-0.10628,1,2,Metropolitan Police,Dry,Single carriageway,30,20:02,Urban,Fine no high winds,Car
200901EO40249,5/8/2021,May,2021,Friday,Auto traffic signal,Crossroads,Slight,51.557661,Daylight,Islington,None,-0.119493,1,2,Metropolitan Police,Dry,Dual carriageway,30,15:36,Urban,Fine no high winds,Car
200901EO40250,5/8/2021,May,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.543782,Daylight,Islington,None,-0.117613,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,8:50,Urban,Raining no high winds,Car
200901EO40251,5/5/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.549853,Darkness - lights lit,Islington,None,-0.087072,1,2,Metropolitan Police,Dry,Single carriageway,30,21:57,Urban,Fine no high winds,Car
200901EO40252,4/18/2021,April,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.519287,Daylight,City of London,None,-0.087633,1,1,City of London,Dry,Single carriageway,30,15:27,Urban,Fine no high winds,Car
200901EO40253,5/8/2021,May,2021,Friday,Auto traffic signal,Crossroads,Slight,51.546762,Daylight,Islington,None,-0.118356,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:25,Urban,Raining no high winds,Agricultural vehicle
200901EO40254,5/9/2021,May,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.547062,Daylight,Islington,None,-0.092382,1,2,Metropolitan Police,Dry,Single carriageway,30,18:25,Urban,Fine no high winds,Car
200901EO40255,5/7/2021,May,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.548835,Daylight,Islington,None,-0.113077,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Car
200901EO40256,5/7/2021,May,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.54717,Darkness - lights lit,Islington,None,-0.093531,1,2,Metropolitan Police,Dry,Single carriageway,30,22:45,Urban,Fine no high winds,Car
200901EO40258,4/30/2021,April,2021,Thursday,Give way or uncontrolled,Crossroads,Serious,51.526465,Daylight,Islington,None,-0.108813,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901EO40259,5/12/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.551135,Daylight,Islington,None,-0.110674,1,2,Metropolitan Police,Dry,Single carriageway,30,18:39,Urban,Fine no high winds,Car
200901EO40261,5/13/2021,May,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.566205,Daylight,Islington,None,-0.136455,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,9:03,Urban,Fine no high winds,Car
200901EO40263,5/13/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.552267,Daylight,Islington,None,-0.125196,1,2,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car
200901EO40264,5/12/2021,May,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.54065,Daylight,Islington,None,-0.096255,1,2,Metropolitan Police,Dry,Single carriageway,30,10:10,Urban,Fine no high winds,Car
200901EO40265,5/12/2021,May,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.520354,Daylight,Islington,None,-0.086867,1,1,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
200901EO40266,5/17/2021,May,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.524877,Daylight,Islington,None,-0.110753,1,1,Metropolitan Police,Dry,Single carriageway,30,10:16,Urban,Fine no high winds,Car
200901EO40267,5/13/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.524502,Daylight,Islington,None,-0.087558,1,1,Metropolitan Police,Dry,Single carriageway,30,9:56,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40268,2/5/2021,February,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.522264,Darkness - lights lit,Islington,None,-0.104806,1,2,Metropolitan Police,Dry,Single carriageway,30,17:08,Urban,Fine no high winds,Car
200901EO40269,5/14/2021,May,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.538501,Daylight,Islington,None,-0.102401,1,2,Metropolitan Police,Dry,Single carriageway,30,17:19,Urban,Fine no high winds,Car
200901EO40270,5/15/2021,May,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.549138,Daylight,Islington,None,-0.092872,1,1,Metropolitan Police,Dry,Single carriageway,30,16:24,Urban,Fine no high winds,Car
200901EO40271,5/16/2021,May,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.546457,Daylight,Islington,None,-0.082888,1,2,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
200901EO40272,5/15/2021,May,2021,Friday,Auto traffic signal,Crossroads,Slight,51.524096,Daylight,Islington,None,-0.095792,1,2,Metropolitan Police,Dry,Single carriageway,30,16:25,Urban,Fine no high winds,Car
200901EO40273,5/16/2021,May,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.547794,Daylight,Islington,None,-0.109803,1,2,Metropolitan Police,Dry,Single carriageway,20,11:08,Urban,Fine no high winds,Car
200901EO40274,4/28/2021,April,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522434,Daylight,Islington,None,-0.104223,1,2,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Car
200901EO40275,5/2/2021,May,2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.530798,Daylight,Camden,None,-0.121032,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
200901EO40276,5/6/2021,May,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.564612,Daylight,Islington,None,-0.104344,1,2,Metropolitan Police,Dry,Single carriageway,30,7:50,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901EO40277,5/18/2021,May,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.563048,Daylight,Islington,None,-0.135863,1,2,Metropolitan Police,Dry,Single carriageway,30,11:18,Urban,Fine no high winds,Car
200901EO40278,5/5/2021,May,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.526263,Daylight,Islington,None,-0.113002,1,2,Metropolitan Police,Dry,Single carriageway,30,20:25,Urban,Fine no high winds,Car
200901EO40279,5/19/2021,May,2021,Tuesday,Give way or uncontrolled,Private drive or entrance,Slight,51.562419,Daylight,Islington,None,-0.107754,1,2,Metropolitan Police,Dry,Single carriageway,30,8:00,Urban,Fine no high winds,Car
200901EO40280,5/19/2021,May,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.538296,Daylight,Islington,None,-0.08972,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:25,Urban,Fine no high winds,Car
200901EO40281,5/19/2021,May,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.531075,Daylight,Islington,None,-0.104729,1,1,Metropolitan Police,Dry,Single carriageway,30,8:41,Urban,Fine no high winds,Car
200901EO40282,5/21/2021,May,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525923,Daylight,Hackney,None,-0.08649,1,2,Metropolitan Police,Dry,Dual carriageway,30,6:30,Urban,Fine no high winds,Car
200901EO40283,5/21/2021,May,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.524783,Daylight,Islington,None,-0.110468,2,2,Metropolitan Police,Dry,Single carriageway,30,10:50,Urban,Fine no high winds,Car
200901EO40284,5/20/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.564964,Darkness - lights lit,Hackney,None,-0.103897,1,2,Metropolitan Police,Dry,Single carriageway,30,23:40,Urban,Fine no high winds,Car
200901EO40285,5/20/2021,May,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.56645,Daylight,Islington,None,-0.134858,1,2,Metropolitan Police,Dry,Dual carriageway,30,15:26,Urban,Fine no high winds,Car
200901EO40286,5/22/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.541577,Darkness - lights lit,Islington,None,-0.097947,3,2,Metropolitan Police,Dry,Single carriageway,30,23:00,Urban,Fine no high winds,Car
200901EO40287,5/21/2021,May,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.522121,Daylight,Islington,None,-0.107119,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
200901EO40288,4/15/2021,April,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.55187,Darkness - lights lit,Islington,None,-0.111654,1,2,Metropolitan Police,Dry,Single carriageway,30,19:25,Urban,Fine no high winds,Car
200901EO40289,5/19/2021,May,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.562544,Daylight,Islington,None,-0.126794,1,2,Metropolitan Police,Dry,Single carriageway,30,7:30,Urban,Fine no high winds,Car
200901EO40290,5/5/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.559228,Daylight,Islington,None,-0.121881,1,2,Metropolitan Police,Dry,Single carriageway,30,16:25,Urban,Fine no high winds,Motorcycle over 500cc
200901EO40291,5/26/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.555175,Daylight,Islington,None,-0.115844,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,8:18,Urban,Raining no high winds,Car
200901EO40292,5/22/2021,May,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.529005,Daylight,Islington,None,-0.115772,1,2,Metropolitan Police,Dry,Dual carriageway,30,13:10,Urban,Fine no high winds,Motorcycle 50cc and under
200901EO40293,5/27/2021,May,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.524967,Daylight,Islington,None,-0.110749,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:00,Urban,Raining no high winds,Car
200901EO40294,5/28/2021,May,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.54943,Darkness - lights lit,Islington,None,-0.110889,1,1,Metropolitan Police,Dry,Single carriageway,30,0:55,Urban,Fine no high winds,Motorcycle 125cc and under
200901EO40295,5/24/2021,May,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.54676,Daylight,Islington,None,-0.118211,2,2,Metropolitan Police,Dry,Single carriageway,30,13:07,Urban,Fine no high winds,Taxi/Private hire car
200901EO40296,5/26/2021,May,2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.525417,Daylight,Islington,None,-0.088529,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:15,Urban,Raining no high winds,Motorcycle over 500cc
200901EO40298,5/31/2021,May,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.527973,Daylight,Islington,None,-0.090873,1,3,Metropolitan Police,Dry,Single carriageway,30,16:45,Urban,Fine no high winds,Car
200901EO40299,5/29/2021,May,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.566293,Daylight,Islington,None,-0.136307,1,1,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
200901EO40300,5/26/2021,May,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.553228,Daylight,Islington,None,-0.123426,1,2,Metropolitan Police,Dry,Single carriageway,30,19:30,Urban,Fine no high winds,Car
200901EO40301,5/29/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.52414,Daylight,Islington,None,-0.10963,1,2,Metropolitan Police,Dry,Single carriageway,30,17:57,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40302,5/30/2021,May,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.557403,Daylight,Islington,None,-0.131477,1,1,Metropolitan Police,Dry,Single carriageway,30,13:34,Urban,Fine no high winds,Car
200901EO40303,5/29/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.56978,Daylight,Islington,None,-0.123754,1,1,Metropolitan Police,Dry,Single carriageway,30,16:26,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901EO40304,5/29/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.550283,Daylight,Islington,None,-0.102488,1,2,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
200901EO40305,5/30/2021,May,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.567265,Darkness - lights lit,Islington,None,-0.112747,1,2,Metropolitan Police,Dry,Single carriageway,30,20:10,Urban,Fine no high winds,Other vehicle
200901EO40306,5/31/2021,May,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.531624,Darkness - lights lit,Islington,None,-0.110906,1,2,Metropolitan Police,Dry,Single carriageway,30,2:59,Urban,Fine no high winds,Car
200901EO40307,6/1/2021,June,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546625,Daylight,Islington,None,-0.08764,1,2,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car
200901EO40308,5/24/2021,May,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.535675,Daylight,Islington,None,-0.111171,1,2,Metropolitan Police,Dry,Single carriageway,30,13:25,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901EO40309,6/2/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.550831,Daylight,Islington,None,-0.119774,1,1,Metropolitan Police,Dry,Single carriageway,30,13:28,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40310,5/31/2021,May,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.53095,Daylight,Islington,None,-0.102571,1,2,Metropolitan Police,Dry,Single carriageway,30,17:10,Urban,Fine no high winds,Car
200901EO40313,6/2/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.559325,Daylight,Islington,None,-0.116683,1,1,Metropolitan Police,Dry,Single carriageway,30,15:22,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40314,5/31/2021,May,2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.561417,Daylight,Islington,None,-0.112557,3,2,Metropolitan Police,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,Car
200901EO40315,6/3/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.564789,Daylight,Hackney,None,-0.104193,1,1,Metropolitan Police,Dry,Single carriageway,30,19:11,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40316,5/7/2021,May,2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.529124,Daylight,Islington,None,-0.095294,1,2,Metropolitan Police,Dry,Single carriageway,30,8:57,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40317,6/2/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.54925,Daylight,Islington,None,-0.088684,1,2,Metropolitan Police,Dry,Single carriageway,30,20:12,Urban,Fine no high winds,Car
200901EO40318,6/6/2021,June,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.522121,Daylight,Islington,None,-0.107119,1,2,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901EO40319,6/7/2021,June,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.544973,Darkness - lights lit,Islington,None,-0.107757,1,2,Metropolitan Police,Dry,Single carriageway,30,22:18,Urban,Fine no high winds,Car
200901EO40320,6/5/2021,June,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546624,Daylight,Islington,None,-0.104227,1,2,Metropolitan Police,Dry,Single carriageway,30,19:47,Urban,Fine no high winds,Car
200901EO40321,5/16/2021,May,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.553366,Daylight,Islington,None,-0.098465,1,2,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Car
200901EO40322,6/3/2021,June,2021,Wednesday,Give way or uncontrolled,Mini-roundabout,Slight,51.541635,Daylight,Hackney,None,-0.084965,1,2,Metropolitan Police,Dry,Single carriageway,30,8:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40323,6/9/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.524437,Daylight,Islington,None,-0.094625,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:18,Urban,Raining no high winds,Car
200901EO40324,6/4/2021,June,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.522397,Darkness - lights lit,Islington,None,-0.101918,2,1,Metropolitan Police,Dry,Single carriageway,30,3:25,Urban,Fine no high winds,Car
200901EO40326,6/10/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.557101,Daylight,Hackney,None,-0.090375,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Car
200901EO40327,6/11/2021,June,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.550589,Darkness - lights lit,Islington,None,-0.110264,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0:04,Urban,Fine no high winds,Car
200901EO40328,6/4/2021,June,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.536248,Daylight,Islington,None,-0.102062,1,2,Metropolitan Police,Dry,Single carriageway,30,13:23,Urban,Fine no high winds,Car
